"gene.name","SRR3396381.amphotericin_B","SRR3396382.amphotericin_B","SRR3396384.amphotericin_B","SRR3396385.control","SRR3396386.control","SRR3396387.control","amphotericin_B.average","control.average","amphotericin_B.control.average","baseMean","log2FC","lfcSE","stat","pval","padj"
"SHC1",1111.75224923373,1126.59867847861,1211.43382277572,426.412650660855,469.478706694223,387.072456365627,1149.92825016269,427.654604573568,788.791427368128,788.791427368128,1.42679311148061,0.112017995778038,12.7371776433831,3.6744857171317e-37,3.39963418549025e-35
"YDR340W",3.4490762644273,8.99679512538374,18.0244656481901,32.2581674258803,33.270144568882,15.6392911662879,10.156779012667,27.0558677203501,18.6063233665086,18.6063233665086,-1.39471498182719,0.6450977410317,-2.16202118394746,0.0306165433741793,0.0773225725407898
"YGL138C",0,2.99893170846125,2.84596826024054,13.1048805167639,7.39336545975155,2.93236709367899,1.94829998956726,7.81020435673147,4.87925217314937,4.87925217314937,-1.96688023732265,1.16340952345533,-1.69061727420023,0.0909099232813728,0.18657910607792
"RRP8",584.043580776355,435.844741629701,717.184001580616,1353.83496415491,1411.20863213008,1022.41865999607,579.024107995558,1262.48741876036,920.755763377956,920.755763377956,-1.12427482395205,0.184562161777831,-6.09157810638027,1.11803012827034e-09,2.00465402068937e-08
"SHM2",9733.29321821383,5159.16218245617,6047.68255301115,15530.2914800972,21315.0726204637,16201.3281925764,6980.04598456038,17682.2307643791,12331.1383744698,12331.1383744698,-1.34105714277826,0.325446542310797,-4.12066796978771,3.77775528748787e-05,0.000248708196773039
"SUP17",43.6882993494124,53.9807707523025,56.9193652048108,28.2258964976453,19.4075843318478,15.6392911662879,51.5294784355086,21.0909239985937,36.3102012170511,36.3102012170511,1.2942175125946,0.388106767150842,3.33469452773439,0.000853931495599541,0.00385502243749474
"RNR3",1035.87257141633,909.675951566579,922.093716317935,393.146415502916,358.57822479795,449.629621030778,955.880746433615,400.451420443882,678.166083438748,678.166083438748,1.25503379587924,0.124810357837477,10.055525980572,8.68563642659594e-24,4.46441712327031e-22
"CDA1",26.4429180272759,18.9932341535879,8.53790478072162,3.02420319617628,8.31753614222049,6.84218988525098,17.9913523205285,6.06130974121591,12.0263310308722,12.0263310308722,1.55519004705135,0.724954442585233,2.14522452128915,0.0319348999373231,0.0800564561651318
"ARG7",22952.4528476755,23179.7428185998,22181.4766203148,4561.50648756589,4403.67330196452,5676.08523766463,22771.22409553,4880.42167573168,13825.8228856309,13825.8228856309,2.22216721489995,0.104241601849312,21.3174699493992,7.81718906632668e-101,4.93122499374917e-98
"RRT5",60.9336806715489,34.9875365987146,41.7408678168613,22.1774901052927,14.7867309195031,16.6167468641809,45.8873616957083,17.8603226296589,31.8738421626836,31.8738421626836,1.35950172986981,0.424729072788184,3.20086807560688,0.00137014248234131,0.00580074355397582
